record_id,text,corrected_label,actionable,source,parent_id,group_id_source,created_at,annotator_id,annotation_version,sample_strategy,original_rule_label,secondary_label,multi_intent_flag
Ugz1qish3WvexnSieYB4AaABAg,Imo if a game is nowhere near a release date stop dropping trailers 10 years before and the whole reboot thing is understandable but at least make an announcement or a tweet sayin hey we didn't forget about u guys this game is still comin or whatever the case jus communicate with the fans bettter instead of dropping trailers 4 years ago n goin ghost jus my opinion,frustrated_demand,True,youtube,yt:sz5gq0LgYWw,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
Ugzc1uW0rFjuWLsJJJl4AaABAg,"I wanted to see that kingdom hearts 4 trailer, I can't wait to see Mickey finally gonna have a story in the game as a playable, and I really love his Japenese voice in the japenese dub, I was wondering about the scream",general_discussion,False,youtube,yt:XO1PlvNN_7s,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgwkbT5ABUuxW-mfiwl4AaABAg,"I may not have grown up playing Kingdom Hearts but it dose hold a very dear place in my heart and ill always love this series. I was ecstatic when the cloud versions came to Switch because i could finally play these games and experience this series myself. I was also going through a very dark time in my life and if it wasn't for those Saturday nights playing this series with my brother till we passed out in the living room, i might not be breathing today. It kept me going and im so excited to see it become more accessible to even more people. Myself included cuz lets be honest here fighting the internet to get through on the cloud versions was less then ideal, but it got me through nonetheless. I cant wait for the release and go through my beloved series again on Steam and have it on my Steam page and can't wait to work towards 100%ing the Steam achievements",high_intent,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgyxDBRkJO8_p_Sj92B4AaABAg,"Listen, I've watched videos with 3 hour marks but this here? This definitely cut the cake but I ENJOYED every second of it. So much so that I just beat Birth By Sleep recently and now I'm gonna hop on KH1 and continue the journey! Thank you for this public service. I, as well as other fans here, can't wait for any KH4 updates and the release of it!!",general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgyRkXa6_Mle-IWEMEV4AaABAg,"Yeah, I’m not buying it lol they took 100% advantage of the fans by trying to save their own cancellation of missing link with screenshots. Screen. Shots. And everyone ate it up. A whole nothing burger lol Then they hit us with “keep an eye out for further updates."" This game ain’t coming out until 2028/2029",high_intent,True,youtube,yt:XO1PlvNN_7s,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgyxmJ8jBxFT8iex7dJ4AaABAg,"This video is so interesting so far! I've always been incredibly curious about the japanese text! The ""those who know nothing can understand nothing"" line I always interpreted about seeinf but to see I was so accurate is sick! It literally mirrors the master of masters as he essentially got that thought through him yet ironically, Xehanort remained so blind. I did not, however, catch the platos cave parallel with them literally being in a cave. Got me good with that one. Had me jumping out of my seat. Can't wait to be more surprised later! Glad to see a video exploring how deep kh is. So many people just dismisses it as senseless nonsense when it isn't. Or just make unconvincing fallacy arguments. Just showing them and teaching is so much more effective in this adhd like format haha.",general_discussion,False,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgxHXiiNQ49VlAcFez94AaABAg,All the remasters and remakes had their difficulty nerfed big time. There is nothing like just buying an actual ps2 and playing the original.,general_discussion,False,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgwqNeAfnrkeK55Tfnl4AaABAg,"Couldn't watch it last night during the premier but I just woke up and here I am! This, may possibly be my favorite game of all time, I was 10 years old when it came out which is literally the perfect age, and I had progressed really far with my English and could actually understand the story without help unlike the first game. I remember completing the game after binging it for a week straight and starting a new save immediately, I kept on playing it almost constantly for something like 4 years until I got a PS3 and had well over 10 save files that had all been completed. This is such a special game, just like the first was, and I can't wait to watch this video!",frustrated_demand,True,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgxzfDGW8JM4XH5fHAF4AaABAg,"I remember buying KH2 on my 7th birthday in a store in Disney Land Paris. My dad had bought KH1 for me the year before and I fell in love instantly, so I was head over heels when I saw that a sequel already existed. It completely overshadowed any other fun I might have had in Disney Land, still one of my fondest memories.",nostalgia_reactivation,True,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgyBBw0ftSGXbZLwuxN4AaABAg,not me about to cryyyyyy likeeeeee i loved this gameeee so much and till this day i still listen to Utada Hikaru her voice sounds amazing as always (The kids will never understand) I will be buying every copy,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgyZJswT2ylfpLexIpJ4AaABAg,#KHonSteam #Contest one of my all time favorite game! I played all episodes! I remember buying a Nintendo 3ds just for KH dream drop distance xD,nostalgia_reactivation,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgwF_Kvrn2O3eJui-tF4AaABAg,This game series is truly one of the best! I can't wait for KH4. I've played this game ever since it was available long ago on the PS2. The Disney worlds are always my favorites. :) #KHonSteam,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgxYcrSJCOmdbsA-tsx4AaABAg,"Chain of Memories was my intro and I absolutely adored the game growing up. Zero clue WTF happened to it and most of my GBA games. Fast forward 15+ years and I’m trying to dip my toes back into gaming. I’ve got a Steam account + gaming desktop computer. I’ve also got a Switch Lite. I made the mistake of buying the Melody game off eBay, assuming it’d be a RPG from the jump 🙃😭 I’ll still keep it, but it was underwhelming when I opened my mail yesterday. Thanks for the video!!! Hoping to figure out next steps.",frustrated_demand,True,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgxiHTDp14kcyuCPNdp4AaABAg,#KHonSteam #Contest I can't wait to binge the full series all over again!,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgzW1iu5kdnpDl9wgrt4AaABAg,"This was the first game I ever preordered. When the first game came out I was at that age where I was trying to act like Disney was for little kids, and I wasn’t a big fan of Final Fantasy. Once I played KH1 and FF10 though it was over for me. The wait for KH2 was insane for me, it felt like it was a decade even though it was only a few years. I was so hyped playing it being blown away by the FF characters and the action. It’s still my favorite game ever.",frustrated_demand,True,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgwWKek0SxrvKT4YBkB4AaABAg,Oh it's so pretty🎉 nice I can't wait 👍🏻ahhh love it,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,high_intent,,
UgzdhDuZTlpv-A8PBql4AaABAg,2:35:23 remember when Star Wars thought it was cool enough to pull off a Goofy Death Sequence?,nostalgia_reactivation,True,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgyWKIO7udyaCiDeSrl4AaABAg,Odin is gonna be in the Marvel world.,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgwBc_6brjlLGQL2Tbd4AaABAg,you know who he is xehanort is the true anti hero the master of master is true evil in carnet telling sora I AM YOUR FATHER bilabial not star wars,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgzvvGz68Bf8PPWGGQJ4AaABAg,"Potential Spoilers: Look this is cool and all, but I am soooooo hype for Kingdom Hearts getting Star Wars. If they do that really well, and everything else is at least what people expect, then this will be the best game in the series. It already doesn't have to try very hard to beat Kingdom Hearts 3 and its wacky Frozen world, which they're probably going to do again in KH4. God help us all if that is the case. Frozen 2 land. Just end me now. I'd literally rather do another Winnie The Pooh storybook world, or Little Mermaid & Friends sing-a-long. Even still though, I'm sure the Frozen 2 world would at least beat out the Frozen 1 world, so KH4 would still have the edge on KH3 even if they do go that route. Doesn't mean I want it included though. Same for Marvel. Just keep Marvel out of my life, please. Marvel sucks these days as is, and I think most of us are tired of it, but more importantly there is no world in which Spider-Man and Iron Man talking with Donald and Goofy is a good thing, or even a little bit charming. If they release a Marvel world, and it is actually fun to play and well written, I will actually eat a shoe. At least I can laugh at the idea of Palpatine addressing Goofy, since Palpatine himself is 'goofy' as hell and a part-time meme. We already know the Star Wars world is happening though. The fine narrative details are the only thing in question.",general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgxLr6_TddeZIVMAB1N4AaABAg,I don't think you understand what the retcon is. If nothing was mentioned about ansem being connected to a mentor that is not a retcon. A retcon is a fundamental change in the story or change in something that was previously established. For example spoilers for Dragon Ball super the Future Trunks saga. In Dragon Ball Z it is sad that the potara earrings will merge two people forever in fact they give us an example of this but then in Dragon Ball super apparently it's only temporary because they're humans that is a retcon. Also Star Wars did not retcon Anakin being Luke's father. That was always established. George Lucas always had this story written that way,general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgxNumw-6-lH9rPxv594AaABAg,Marvel has no place in kingdom hearts,general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgzOcauObMOePl95XHx4AaABAg,I want a Star Wars world in kh4,general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgxS-Cd-85_3cWfmz7t4AaABAg,"I absolutely hate the idea of Marvel and Star Wars in kingdom hearts. I hate it and I don’t care how many parallels there are to either franchises. I want them to stay separate. That said, it will be interesting to see how they balance the lores with KH because I - again don’t want them. Big Hero 6 is the only marvel thing I wanna see.",general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgxhLQcphc5MICa07pB4AaABAg,"The way Disney has been handling both star wars and marvel, I'd rather just not see either get wrapped up in kingdom hearts",general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgyEMYG859pGoQSpmGx4AaABAg,Trailers of kingdom hearts 4 coming soon like Mulan Aladdin dinosaur pirates of the Caribbean toy story Moana raya emperor's new groove Coco hunchback of Notre Dame lion king Avatar marvel Star wars and Pokemon sun and moon anime in kingdom hearts 4 coming soon too same as Sanctuary will be in kingdom hearts 4 coming soon too ❤🎉❤🎉❤🎉❤🎉❤❤❤🎉🎉🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉❤🎉😊😊😊😂😂😂😮😮😮😅😂😅😅😅😮😮😮❤🎉❤❤❤🎉🎉🎉❤🎉❤🎉❤🎉,general_discussion,False,youtube,yt:XO1PlvNN_7s,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgzF_aUzFZ11q1dyfCF4AaABAg,KINGDOM HEARTS 4 new hope trailer 🙏🏻😭star wars reference,general_discussion,False,youtube,yt:XO1PlvNN_7s,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgxVdwA5nWQdYA5XWUh4AaABAg,I certainly hope this mystery box doesn't become a Disney Star Wars mystery box scenario.,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgyAIeYJUaJVqPYizgV4AaABAg,kingdom hearts 4 dlc multiverso toy story 3 pirates of the caribbean 4 zootopia star wars 2 attack of the clones vingadores 2 era de ultron alien covenant final fantasy 10 dragon quest 10 nier automata gravity falls amphibia the owl house mulan 2 a lenda continua galáxia wander,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,new_customer_interest,,
UgwYfyqDlZdosdzhnAF4AaABAg,"1:01:22 I chose to play 358/2 before KH2 because without it, this Axel/Roxas stuff would've fell SO flat for me. All the Org 13 stuff would've. With the Days context, I was extremely invested.",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
msf9rc2,"Calling KH1 mediocre gameplay is a choice when it has way better level design, respects rpg systems unlike KH2 and utilizes its rpg systems in the gameplay. Meanwhile it took KH2 a Final Mix version to add something like cavern of remembrance that actually respects rpg systems and it's still not close to kh2 lmao",general_discussion,False,reddit,rd:1kmwpfq,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgzSX-5_Y4Eg0oX-JAl4AaABAg,Sheesh nostalgia,nostalgia_reactivation,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgxjieFbK6NXCQbB1tt4AaABAg,I think playing 358/2 days before KH2 makes that beginning to KH2 hit different,general_discussion,False,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgzTTbZRvvwb3GrmruZ4AaABAg,"finally, a good take on the KH2 gummy ship...which is simply not as good as the first",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgzKsuZh3Gw2y2PsI794AaABAg,"I think it's laughable that you didn't mention the reason behind all this is : FF Versus XIII. I don't know why KH fans are still so ignorant about Versus XIII. Hmm, maybe they were only obsessed with KH3? I challenge anyone to prove that Verum Rex or Yozora existed from 2006 to 2013. They didn't exist. But their existence happened between 2014 and 2019, and we have proof of their existence in Sep 2017. The 2014-2017 period was when Nomura,Nojima and Tokyo team (FF7/FF8/KH1&2/Dissidia) were removed from FF15.. it was the Tabata FF15 Reboot.. and it was the same period when Nomura was so angry. But you don't want to notice any of this because you're too busy with Star Wars and Marvel nonsense, because ultimately you're Disney fans, not Square fans.",general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgyPkjCaQHfVv7mC2zx4AaABAg,"not gonna lie i didnt even think this was on the table for ""mysteries"" but i swear to god i hope they NEVER show us the explanation for king triton. That cutscene plus kairi's grandmother's fairytale scene are one of the few scenes that really solidify that the kh universe is a UNIVERSE even by the first game. something that has unknown stories behind every world and character. Its why i was always excited to see what they did with chi/key/X. It was a self contained story that other than a few easter eggs relating to malificent had little or nothing to do with the modern series. Then they had to throw ventus, larium and elrena and it took alot of the mystique out of it. To be clear i like UX as well but i kinda feel it did to X/chi/key what kh2 did to kh1. It not worse, in many ways its better, but its different in a way that feels conflicting with what the original idea was. tldr: ""leave triton the fuck alone, no one wants to go back to atlantica anyways"" - an atlantica fan.",general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgyFyAoRBRvfqc3NAg94AaABAg,"Best kh trailer ever. This brings me back🥹. Especially ""like is any of this real or not""? ""They are my power. First ps2 now it'll be ps5.",general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
Ugz2jMUN3qSBKEDK6qh4AaABAg,The black box is gonna hold something stupid like a group photo from long ago or a childhood memento,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
Ugzqd2bRC_XJWF0XZYZ4AaABAg,Isn't it the 20th anniversary of KH2,general_discussion,False,youtube,yt:wwgOM_BiRQo,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgyHL2jeXRvZ0m-6Sgx4AaABAg,this is a LOT to play and honestly I'm not even sure my PC can handle the newer games but I'll definitely check out from kh1 to kh2 at the very least cuz it does seem fun :],general_discussion,False,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
Ugxw-h2kxGSgtSuGRWZ4AaABAg,"The plot of Kingdom Hearts is basically that of Star Wars, Naruto and Matrix fused into one. The Keyblade and the Kingdom Hearts represent lightsabers and the Force, the dichotomy between the light, represented by positive emotions like love and altruism, and the darkness, negative emotions like fear, anger, hatred and suffering. In a distant Golden Age, the Keybladers founded their own Jedi Order on a faraway world. Some members grew greedy and selfish, starting a fratricidal civil war over the control of Kingdom Hearts, cataclysm that destroyed their world and began an endless cycle of conflict between Light and Darkness. After the cataclysm, the Order rebuilt itself in a new headquarters, but the Darkness resurfaced, and the survivors relocated once more.The new Grand Master decided to indoctrinate the new Keyblade wielders from childhood to completely reject the Darkness, to prevent them from falling into it. However, the brightest light casts the darkest shadow. The new enemy, disguised as an ally, manipulated a young man who had been rejected as a Master into embracing the Darkness, convincing him that he would gain the power to protect what mattered.. His friend, a dutiful and composed young woman recently appointed Master, faced the fallen keyblader in a bitter battle, which she won, but still ended up forced into exile, powerless to stop the Darkness, with only her regrets for company. The villain, in his boundless arrogance, aspired to become a god with dominion over life and death, as well as time and space themselves. Kingdom Hearts, enraged by such blasphemy against nature, retaliated by creating a boy who would end the upstart's reign, whom ancient legends identified as a Chosen One who would open the door to the Light, restoring the balance lost centuries ago. Years later,this seemingly ordinary young man with no Jedi training or education was chosen by Destiny to wield the Keyblade and vanquish the evil his predecessors had failed to stop. His adventure began by saving a beautiful princess from the clutches of the fallen hero, then his friend, and finally the keybladers lost to the darkness. The hero managed to defeat evil through empathy, forgiveness, and self-sacrifice, symbolizing the birth of a new Order of Keyblade Bearers. The attachments and love that had led so many into darkness became the very things that saved them from it. Like Naruto there are three main trios (Wayfinder trio, clock tower trio, Destiny islands trio) / (Sanins, team Minato, team 7), in which the same pattern is repeated: The rival / love interest of the main hero falls into darkness (Terra, Axel, Riku) / (Orochimaru, Obito, Sasuke) and one of them dies / is unconscious (Jiraiya, Rin, Naruto) / (Ven, Xion, Sora) and somehow all these nine people are related to each other. The series begins with the protagonist's call to adventure, facing a villain who tries to possess his rival (Orochimaru / Ansem), while in the second part the heroes face an organization of misfits dressed in black who seek to remake the world (Akatsuki / Organization XIII). The plot revolves around the conflict between two ideologically antagonistic factions (Light/Darkness - Senju/Uchiha) that are two sides of the same coin. One believes that love is the key to achieving peace, the other believes that power born from hatred is the key. Both authors give increasingly insane plot twists at the end of the play, such as resurrecting dead villains, stuffing bullshit powers into the plot (Rinnegan Sharingan / time travel, Power of Waking) and by abusing the man behind the man trope in a ridiculous way. , to the point that we thought it would be the final boss (Madara / Xehanorth) ends up being the pawn of his supposed right hand working for someone else (Zetsu / Xigbar) (Kaguya / Master of Masters). Well, I think Kingdom Hearts 2 and then Recoded explain the franchise's similarities to The Matrix quite well. A boy discovers that the entire reality he believed in is false and is forced to leave the cave to attain knowledge. However, we can compare Agent Smith and his clones to Xehanort and his extensions—a program that malfunctioned and became a virus which began to spread, threatening to destroy the entire system. The programmers created an antivirus in the form of Sora, who essentially turned the virus's weapons against it to defeat it. Sadly, the antivirus was discarded once it had served its purpose, lest it malfunction and become a glitch that would mess up the system.",frustrated_demand,True,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
Ugz6a2EmLpoJxWapKUR4AaABAg,"Played a little bit of kingdom hearts 1 when I was young in the PS2. Bought it all for Xbox, but have 2 kids. Thinking about jumping back in after coming across this video. This video inspired me. Lol",general_discussion,False,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
Ugx2i9q6b0GOC1YGMHZ4AaABAg,"Regarding Master's Defender and No Name/Gazing Eye, Luxu shouldn't have access to NN after passing it on to his first apprentice, who passed it on to theirs and so forth, eventually becoming an heirloom in Scala, so there's no reason to believe the resident Master of Scala wouldn't be able to use it once it became a piece of Keyblade tradition. The MD was passed down by Ephemer in the same way, so they're both pieces of history that represent some degree of rank and authority in Scala's Keyblade society, but functionally are just like any other Keyblade, so any wielder who is given them by their current user can use them too. It's like Aqua and Sora being able to call their personal Keyblades or the MD when they were in possession of both. Re: Subject X The reports indicated that Ansem didn't move her, but Braig did. Xehanort only assumed Ansem did. Re: Maleficent isn't FROM the Age of Fairytails. She time traveled there after being defeated in KH1, and became trapped within the loop of the digital projection of her world in UX, until a Darkness helped her escape to travel back to the present in KH2. Re: Triton It wouldn't make sense for a KH UX or X visit to Atlantica be used to explain his bias because those worlds and their inhabitants were never real. They were either projections from the Book of Prophecies or Data Recreations of those projections. The real versions of those characters never interacted with the X characters. His quote also doesn't confirm a personal experience with Keybearers, as the legend of the Keyblade War is known in various worlds, but kept secret by the oldest and most knowledgeable characters or diluted into a less detailed fairy tale (see Kairi's grandma's knowledge and Genie recognizing the Keyhole and Keyblade, neither of which ever had an explanatiom either), and Triton could've only heard the least flattering version of the legend.",general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgyFc6XdAct_XytuH194AaABAg,"Great video, perfect to enjoy on my workday. My friends had a running gag when KH2 launched. Whenever we’d play anything we’d randomly say “quick! Use the reaction command!”",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgxqVwYtEB_xIaH3i-l4AaABAg,This game was my childhood. Nothing can match the nostalgia this game brings me. I will love it for all time,nostalgia_reactivation,True,youtube,yt:bUM2sSVjCLQ,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
UgywGSHqwofOxyitkvN4AaABAg,"I was in 7th grade when I first started seeing videos of people playing KH2FM. I was such an unhinged kid that I saved up my allowance, bought an imported copy of the game and the Swap Magic software to play non-NA games on a NA PS2. Played the whole game on Critical Mode with Japanese captioning. Best summer ever.",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,nostalgia_reactivation,,
